location,timestamp,parameter,units,value
USDiplomaticPost:NewDelhi-8118,2025-02-28T08:30:00.000-05:00,pm25,µg/m³,43.0
NewDelhi-8118,2025-02-28T15:30:00.000-05:00,pm25,µg/m³,60.0
NewDelhi-8118,2025-01-04T14:30:00.000-05:00,pm25,µg/m³,254.0
NewDelhi-8118,2025-01-04T15:30:00.000-05:00,pm25,µg/m³,219.0
NewDelhi-8118,2025-01-12T22:30:00.000-05:00,pm25,µg/m³,106.0
NewDelhi-8118,2025-01-13T06:30:00.000-05:00,pm25,µg/m³,117.0
NewDelhi-8118,2025-01-12T23:30:00.000-05:00,pm25,µg/m³,111.0
NewDelhi-8118,2025-01-13T07:30:00.000-05:00,pm25,µg/m³,117.0
NewDelhi-8118,2025-01-13T00:30:00.000-05:00,pm25,µg/m³,121.0
NewDelhi-8118,2025-01-13T08:30:00.000-05:00,pm25,µg/m³,123.0
NewDelhi-8118,2025-01-20T15:30:00.000-05:00,pm25,µg/m³,162.0
NewDelhi-8118,2025-01-20T23:30:00.000-05:00,pm25,µg/m³,145.0
NewDelhi-8118,2025-01-20T16:30:00.000-05:00,pm25,µg/m³,157.0
NewDelhi-8118,2025-01-21T00:30:00.000-05:00,pm25,µg/m³,117.0
NewDelhi-8118,2025-01-21T02:30:00.000-05:00,pm25,µg/m³,142.0
NewDelhi-8118,2025-01-21T10:30:00.000-05:00,pm25,µg/m³,176.0
NewDelhi-8118,2025-01-21T03:30:00.000-05:00,pm25,µg/m³,102.0
NewDelhi-8118,2025-01-21T11:30:00.000-05:00,pm25,µg/m³,170.0
NewDelhi-8118,2025-03-09T14:30:00.000-04:00,pm25,µg/m³,100.0
NewDelhi-8118,2025-03-09T19:30:00.000-04:00,pm25,µg/m³,106.0
NewDelhi-8118,2025-03-10T13:30:00.000-04:00,pm25,µg/m³,105.0
NewDelhi-8118,2025-03-10T20:30:00.000-04:00,pm25,µg/m³,121.0
NewDelhi-8118,2025-03-10T14:30:00.000-04:00,pm25,µg/m³,112.0
NewDelhi-8118,2025-03-10T21:30:00.000-04:00,pm25,µg/m³,128.0
NewDelhi-8118,2025-03-11T13:30:00.000-04:00,pm25,µg/m³,119.0
NewDelhi-8118,2025-03-11T19:30:00.000-04:00,pm25,µg/m³,163.0
NewDelhi-8118,2025-03-11T14:30:00.000-04:00,pm25,µg/m³,117.0
NewDelhi-8118,2025-03-11T20:30:00.000-04:00,pm25,µg/m³,163.0
NewDelhi-8118,2025-03-24T15:30:00.000-04:00,pm25,µg/m³,123.0
NewDelhi-8118,2025-03-24T23:30:00.000-04:00,pm25,µg/m³,164.0
NewDelhi-8118,2025-03-24T16:30:00.000-04:00,pm25,µg/m³,125.0
NewDelhi-8118,2025-03-25T00:30:00.000-04:00,pm25,µg/m³,123.0
NewDelhi-8118,2025-03-24T17:30:00.000-04:00,pm25,µg/m³,120.0
NewDelhi-8118,2025-03-25T01:30:00.000-04:00,pm25,µg/m³,106.0
NewDelhi-8118,2025-03-25T15:30:00.000-04:00,pm25,µg/m³,120.0
NewDelhi-8118,2025-03-25T23:30:00.000-04:00,pm25,µg/m³,150.0
NewDelhi-8118,2025-04-07T15:30:00.000-04:00,pm25,µg/m³,109.0
NewDelhi-8118,2025-04-07T23:30:00.000-04:00,pm25,µg/m³,102.0
NewDelhi-8118,2025-04-07T17:30:00.000-04:00,pm25,µg/m³,104.0
NewDelhi-8118,2025-04-08T01:30:00.000-04:00,pm25,µg/m³,100.0
NewDelhi-8118,2025-04-08T17:30:00.000-04:00,pm25,µg/m³,102.0
NewDelhi-8118,2025-04-09T01:30:00.000-04:00,pm25,µg/m³,111.0
NewDelhi-8118,2025-04-08T18:30:00.000-04:00,pm25,µg/m³,105.0
NewDelhi-8118,2025-04-09T02:30:00.000-04:00,pm25,µg/m³,102.0
NewDelhi-8118,2025-01-12T20:30:00.000-05:00,pm25,µg/m³,84.0
NewDelhi-8118,2025-01-13T04:30:00.000-05:00,pm25,µg/m³,114.0
NewDelhi-8118,2025-01-12T21:30:00.000-05:00,pm25,µg/m³,88.0
NewDelhi-8118,2025-01-13T05:30:00.000-05:00,pm25,µg/m³,113.0
NewDelhi-8118,2025-01-20T17:30:00.000-05:00,pm25,µg/m³,150.0
NewDelhi-8118,2025-01-21T01:30:00.000-05:00,pm25,µg/m³,84.0
NewDelhi-8118,2025-01-21T04:30:00.000-05:00,pm25,µg/m³,85.0
NewDelhi-8118,2025-01-21T12:30:00.000-05:00,pm25,µg/m³,156.0
NewDelhi-8118,2025-03-02T14:30:00.000-05:00,pm25,µg/m³,84.0
NewDelhi-8118,2025-03-02T22:30:00.000-05:00,pm25,µg/m³,109.0
NewDelhi-8118,2025-03-02T15:30:00.000-05:00,pm25,µg/m³,68.0
NewDelhi-8118,2025-03-02T23:30:00.000-05:00,pm25,µg/m³,104.0
NewDelhi-8118,2025-03-06T08:30:00.000-05:00,pm25,µg/m³,19.0
NewDelhi-8118,2025-03-06T14:30:00.000-05:00,pm25,µg/m³,123.0
NewDelhi-8118,2025-03-06T09:30:00.000-05:00,pm25,µg/m³,43.0
NewDelhi-8118,2025-03-06T15:30:00.000-05:00,pm25,µg/m³,129.0
NewDelhi-8118,2025-03-06T11:30:00.000-05:00,pm25,µg/m³,61.0
NewDelhi-8118,2025-03-06T16:30:00.000-05:00,pm25,µg/m³,111.0
NewDelhi-8118,2025-03-06T18:30:00.000-05:00,pm25,µg/m³,100.0
NewDelhi-8118,2025-03-07T02:30:00.000-05:00,pm25,µg/m³,64.0
NewDelhi-8118,2025-03-06T19:30:00.000-05:00,pm25,µg/m³,124.0
NewDelhi-8118,2025-03-07T03:30:00.000-05:00,pm25,µg/m³,41.0
NewDelhi-8118,2025-03-06T20:30:00.000-05:00,pm25,µg/m³,136.0
NewDelhi-8118,2025-03-07T04:30:00.000-05:00,pm25,µg/m³,27.0
NewDelhi-8118,2025-03-06T21:30:00.000-05:00,pm25,µg/m³,248.0
NewDelhi-8118,2025-03-07T05:30:00.000-05:00,pm25,µg/m³,23.0
NewDelhi-8118,2025-03-06T22:30:00.000-05:00,pm25,µg/m³,190.0
NewDelhi-8118,2025-03-07T06:30:00.000-05:00,pm25,µg/m³,26.0
NewDelhi-8118,2025-03-07T08:30:00.000-05:00,pm25,µg/m³,31.0
NewDelhi-8118,2025-03-07T15:30:00.000-05:00,pm25,µg/m³,122.0
NewDelhi-8118,2025-03-07T09:30:00.000-05:00,pm25,µg/m³,49.0
NewDelhi-8118,2025-03-07T16:30:00.000-05:00,pm25,µg/m³,107.0
NewDelhi-8118,2025-03-07T10:30:00.000-05:00,pm25,µg/m³,85.0
NewDelhi-8118,2025-03-07T17:30:00.000-05:00,pm25,µg/m³,119.0
NewDelhi-8118,2025-03-07T11:30:00.000-05:00,pm25,µg/m³,120.0
NewDelhi-8118,2025-03-07T18:30:00.000-05:00,pm25,µg/m³,88.0
NewDelhi-8118,2025-03-07T22:30:00.000-05:00,pm25,µg/m³,100.0
NewDelhi-8118,2025-03-08T06:30:00.000-05:00,pm25,µg/m³,27.0
NewDelhi-8118,2025-03-08T10:30:00.000-05:00,pm25,µg/m³,77.0
NewDelhi-8118,2025-03-08T19:30:00.000-05:00,pm25,µg/m³,100.0
NewDelhi-8118,2025-03-08T11:30:00.000-05:00,pm25,µg/m³,72.0
NewDelhi-8118,2025-03-08T20:30:00.000-05:00,pm25,µg/m³,118.0
NewDelhi-8118,2025-03-08T12:30:00.000-05:00,pm25,µg/m³,63.0
NewDelhi-8118,2025-03-08T21:30:00.000-05:00,pm25,µg/m³,117.0
NewDelhi-8118,2025-03-08T13:30:00.000-05:00,pm25,µg/m³,76.0
NewDelhi-8118,2025-03-08T22:30:00.000-05:00,pm25,µg/m³,149.0
NewDelhi-8118,2025-03-08T23:30:00.000-05:00,pm25,µg/m³,138.0
NewDelhi-8118,2025-03-09T09:30:00.000-04:00,pm25,µg/m³,56.0
NewDelhi-8118,2025-03-08T15:30:00.000-05:00,pm25,µg/m³,93.0
NewDelhi-8118,2025-03-09T20:30:00.000-04:00,pm25,µg/m³,104.0
NewDelhi-8118,2025-03-09T21:30:00.000-04:00,pm25,µg/m³,105.0
NewDelhi-8118,2025-03-10T05:30:00.000-04:00,pm25,µg/m³,53.0
NewDelhi-8118,2025-03-09T22:30:00.000-04:00,pm25,µg/m³,135.0
NewDelhi-8118,2025-03-10T06:30:00.000-04:00,pm25,µg/m³,51.0
NewDelhi-8118,2025-03-09T23:30:00.000-04:00,pm25,µg/m³,151.0
NewDelhi-8118,2025-03-10T07:30:00.000-04:00,pm25,µg/m³,52.0
NewDelhi-8118,2025-03-10T08:30:00.000-04:00,pm25,µg/m³,56.0
NewDelhi-8118,2025-03-10T15:30:00.000-04:00,pm25,µg/m³,123.0
NewDelhi-8118,2025-03-10T09:30:00.000-04:00,pm25,µg/m³,58.0
NewDelhi-8118,2025-03-10T16:30:00.000-04:00,pm25,µg/m³,118.0
NewDelhi-8118,2025-03-10T10:30:00.000-04:00,pm25,µg/m³,64.0
NewDelhi-8118,2025-03-10T17:30:00.000-04:00,pm25,µg/m³,114.0
NewDelhi-8118,2025-03-10T11:30:00.000-04:00,pm25,µg/m³,87.0
NewDelhi-8118,2025-03-10T18:30:00.000-04:00,pm25,µg/m³,119.0
NewDelhi-8118,2025-03-10T12:30:00.000-04:00,pm25,µg/m³,85.0
NewDelhi-8118,2025-03-10T19:30:00.000-04:00,pm25,µg/m³,114.0
NewDelhi-8118,2025-03-10T22:30:00.000-04:00,pm25,µg/m³,147.0
NewDelhi-8118,2025-03-11T07:30:00.000-04:00,pm25,µg/m³,46.0
NewDelhi-8118,2025-03-10T23:30:00.000-04:00,pm25,µg/m³,166.0
NewDelhi-8118,2025-03-11T08:30:00.000-04:00,pm25,µg/m³,71.0
NewDelhi-8118,2025-03-11T09:30:00.000-04:00,pm25,µg/m³,64.0
NewDelhi-8118,2025-03-11T15:30:00.000-04:00,pm25,µg/m³,119.0
NewDelhi-8118,2025-03-11T10:30:00.000-04:00,pm25,µg/m³,69.0
NewDelhi-8118,2025-03-11T16:30:00.000-04:00,pm25,µg/m³,142.0
NewDelhi-8118,2025-03-11T11:30:00.000-04:00,pm25,µg/m³,85.0
NewDelhi-8118,2025-03-11T17:30:00.000-04:00,pm25,µg/m³,173.0
NewDelhi-8118,2025-03-11T12:30:00.000-04:00,pm25,µg/m³,93.0
NewDelhi-8118,2025-03-11T18:30:00.000-04:00,pm25,µg/m³,163.0
NewDelhi-8118,2025-03-11T21:30:00.000-04:00,pm25,µg/m³,153.0
NewDelhi-8118,2025-03-12T05:30:00.000-04:00,pm25,µg/m³,29.0
NewDelhi-8118,2025-03-11T22:30:00.000-04:00,pm25,µg/m³,147.0
NewDelhi-8118,2025-03-12T06:30:00.000-04:00,pm25,µg/m³,29.0
NewDelhi-8118,2025-03-11T23:30:00.000-04:00,pm25,µg/m³,214.0
NewDelhi-8118,2025-03-12T07:30:00.000-04:00,pm25,µg/m³,34.0
NewDelhi-8118,2025-03-12T21:30:00.000-04:00,pm25,µg/m³,111.0
NewDelhi-8118,2025-03-13T06:30:00.000-04:00,pm25,µg/m³,48.0
NewDelhi-8118,2025-03-12T22:30:00.000-04:00,pm25,µg/m³,164.0
NewDelhi-8118,2025-03-13T08:30:00.000-04:00,pm25,µg/m³,49.0
NewDelhi-8118,2025-03-13T10:30:00.000-04:00,pm25,µg/m³,89.0
NewDelhi-8118,2025-03-13T15:30:00.000-04:00,pm25,µg/m³,102.0
NewDelhi-8118,2025-03-13T11:30:00.000-04:00,pm25,µg/m³,60.0
NewDelhi-8118,2025-03-13T16:30:00.000-04:00,pm25,µg/m³,111.0
NewDelhi-8118,2025-03-13T12:30:00.000-04:00,pm25,µg/m³,58.0
NewDelhi-8118,2025-03-13T17:30:00.000-04:00,pm25,µg/m³,116.0
NewDelhi-8118,2025-03-13T19:30:00.000-04:00,pm25,µg/m³,106.0
NewDelhi-8118,2025-03-14T03:30:00.000-04:00,pm25,µg/m³,48.0
NewDelhi-8118,2025-03-13T20:30:00.000-04:00,pm25,µg/m³,135.0
NewDelhi-8118,2025-03-14T04:30:00.000-04:00,pm25,µg/m³,34.0
NewDelhi-8118,2025-03-13T21:30:00.000-04:00,pm25,µg/m³,131.0
NewDelhi-8118,2025-03-14T05:30:00.000-04:00,pm25,µg/m³,32.0
NewDelhi-8118,2025-03-13T22:30:00.000-04:00,pm25,µg/m³,132.0
NewDelhi-8118,2025-03-14T06:30:00.000-04:00,pm25,µg/m³,25.0
NewDelhi-8118,2025-03-13T23:30:00.000-04:00,pm25,µg/m³,114.0
NewDelhi-8118,2025-03-14T07:30:00.000-04:00,pm25,µg/m³,31.0
NewDelhi-8118,2025-03-16T15:30:00.000-04:00,pm25,µg/m³,41.0
NewDelhi-8118,2025-03-16T23:30:00.000-04:00,pm25,µg/m³,110.0
NewDelhi-8118,2025-03-18T12:30:00.000-04:00,pm25,µg/m³,62.0
NewDelhi-8118,2025-03-18T19:30:00.000-04:00,pm25,µg/m³,165.0
NewDelhi-8118,2025-03-18T13:30:00.000-04:00,pm25,µg/m³,82.0
NewDelhi-8118,2025-03-18T20:30:00.000-04:00,pm25,µg/m³,142.0
NewDelhi-8118,2025-03-18T21:30:00.000-04:00,pm25,µg/m³,140.0
NewDelhi-8118,2025-03-19T05:30:00.000-04:00,pm25,µg/m³,24.0
NewDelhi-8118,2025-03-18T22:30:00.000-04:00,pm25,µg/m³,121.0
NewDelhi-8118,2025-03-19T06:30:00.000-04:00,pm25,µg/m³,19.0
NewDelhi-8118,2025-03-19T23:30:00.000-04:00,pm25,µg/m³,122.0
NewDelhi-8118,2025-03-20T07:30:00.000-04:00,pm25,µg/m³,16.0
NewDelhi-8118,2025-03-20T12:30:00.000-04:00,pm25,µg/m³,60.0
NewDelhi-8118,2025-03-20T19:30:00.000-04:00,pm25,µg/m³,142.0
NewDelhi-8118,2025-03-20T20:30:00.000-04:00,pm25,µg/m³,180.0
NewDelhi-8118,2025-03-21T07:30:00.000-04:00,pm25,µg/m³,18.0
NewDelhi-8118,2025-03-20T21:30:00.000-04:00,pm25,µg/m³,161.0
NewDelhi-8118,2025-03-21T08:30:00.000-04:00,pm25,µg/m³,20.0
NewDelhi-8118,2025-03-20T23:30:00.000-04:00,pm25,µg/m³,128.0
NewDelhi-8118,2025-03-21T09:30:00.000-04:00,pm25,µg/m³,24.0
NewDelhi-8118,2025-03-21T00:30:00.000-04:00,pm25,µg/m³,100.0
NewDelhi-8118,2025-03-21T10:30:00.000-04:00,pm25,µg/m³,32.0
NewDelhi-8118,2025-03-21T14:30:00.000-04:00,pm25,µg/m³,54.0
NewDelhi-8118,2025-03-21T18:30:00.000-04:00,pm25,µg/m³,108.0
NewDelhi-8118,2025-03-21T19:30:00.000-04:00,pm25,µg/m³,124.0
NewDelhi-8118,2025-03-22T03:30:00.000-04:00,pm25,µg/m³,37.0
NewDelhi-8118,2025-03-21T20:30:00.000-04:00,pm25,µg/m³,102.0
NewDelhi-8118,2025-03-22T04:30:00.000-04:00,pm25,µg/m³,43.0
NewDelhi-8118,2025-03-24T05:30:00.000-04:00,pm25,µg/m³,32.0
NewDelhi-8118,2025-03-24T14:30:00.000-04:00,pm25,µg/m³,104.0
NewDelhi-8118,2025-03-24T18:30:00.000-04:00,pm25,µg/m³,125.0
NewDelhi-8118,2025-03-25T02:30:00.000-04:00,pm25,µg/m³,66.0
NewDelhi-8118,2025-03-25T06:30:00.000-04:00,pm25,µg/m³,29.0
NewDelhi-8118,2025-03-25T14:30:00.000-04:00,pm25,µg/m³,111.0
NewDelhi-8118,2025-03-25T16:30:00.000-04:00,pm25,µg/m³,111.0
NewDelhi-8118,2025-03-26T00:30:00.000-04:00,pm25,µg/m³,93.0
NewDelhi-8118,2025-03-25T17:30:00.000-04:00,pm25,µg/m³,128.0
NewDelhi-8118,2025-03-26T01:30:00.000-04:00,pm25,µg/m³,43.0
NewDelhi-8118,2025-03-26T13:30:00.000-04:00,pm25,µg/m³,71.0
NewDelhi-8118,2025-03-26T22:30:00.000-04:00,pm25,µg/m³,146.0
NewDelhi-8118,2025-03-26T19:30:00.000-04:00,pm25,µg/m³,124.0
NewDelhi-8118,2025-03-27T18:30:00.000-04:00,pm25,µg/m³,68.0
NewDelhi-8118,2025-03-26T20:30:00.000-04:00,pm25,µg/m³,139.0
NewDelhi-8118,2025-03-27T22:30:00.000-04:00,pm25,µg/m³,75.0
NewDelhi-8118,2025-03-27T16:30:00.000-04:00,pm25,µg/m³,153.0
NewDelhi-8118,2025-03-28T03:30:00.000-04:00,pm25,µg/m³,42.0
NewDelhi-8118,2025-03-30T19:30:00.000-04:00,pm25,µg/m³,110.0
NewDelhi-8118,2025-03-31T05:30:00.000-04:00,pm25,µg/m³,16.0
NewDelhi-8118,2025-03-31T20:30:00.000-04:00,pm25,µg/m³,142.0
NewDelhi-8118,2025-04-01T04:30:00.000-04:00,pm25,µg/m³,22.0
NewDelhi-8118,2025-03-31T21:30:00.000-04:00,pm25,µg/m³,167.0
NewDelhi-8118,2025-04-01T05:30:00.000-04:00,pm25,µg/m³,23.0
NewDelhi-8118,2025-04-01T06:30:00.000-04:00,pm25,µg/m³,26.0
NewDelhi-8118,2025-04-01T14:30:00.000-04:00,pm25,µg/m³,116.0
NewDelhi-8118,2025-04-01T08:30:00.000-04:00,pm25,µg/m³,23.0
NewDelhi-8118,2025-04-01T15:30:00.000-04:00,pm25,µg/m³,110.0
NewDelhi-8118,2025-04-01T09:30:00.000-04:00,pm25,µg/m³,27.0
NewDelhi-8118,2025-04-01T16:30:00.000-04:00,pm25,µg/m³,106.0
NewDelhi-8118,2025-04-01T19:30:00.000-04:00,pm25,µg/m³,107.0
NewDelhi-8118,2025-04-02T03:30:00.000-04:00,pm25,µg/m³,56.0
NewDelhi-8118,2025-04-01T20:30:00.000-04:00,pm25,µg/m³,158.0
NewDelhi-8118,2025-04-02T04:30:00.000-04:00,pm25,µg/m³,33.0
NewDelhi-8118,2025-04-01T21:30:00.000-04:00,pm25,µg/m³,211.0
NewDelhi-8118,2025-04-02T05:30:00.000-04:00,pm25,µg/m³,29.0
NewDelhi-8118,2025-04-03T15:30:00.000-04:00,pm25,µg/m³,62.0
NewDelhi-8118,2025-04-03T23:30:00.000-04:00,pm25,µg/m³,145.0
NewDelhi-8118,2025-04-04T15:30:00.000-04:00,pm25,µg/m³,33.0
NewDelhi-8118,2025-04-04T23:30:00.000-04:00,pm25,µg/m³,107.0
NewDelhi-8118,2025-04-05T15:30:00.000-04:00,pm25,µg/m³,108.0
NewDelhi-8118,2025-04-05T23:30:00.000-04:00,pm25,µg/m³,86.0
NewDelhi-8118,2025-04-05T16:30:00.000-04:00,pm25,µg/m³,107.0
NewDelhi-8118,2025-04-06T00:30:00.000-04:00,pm25,µg/m³,72.0
NewDelhi-8118,2025-04-05T17:30:00.000-04:00,pm25,µg/m³,117.0
NewDelhi-8118,2025-04-06T01:30:00.000-04:00,pm25,µg/m³,64.0
NewDelhi-8118,2025-04-05T18:30:00.000-04:00,pm25,µg/m³,147.0
NewDelhi-8118,2025-04-06T02:30:00.000-04:00,pm25,µg/m³,46.0
NewDelhi-8118,2025-04-06T15:30:00.000-04:00,pm25,µg/m³,74.0
NewDelhi-8118,2025-04-06T23:30:00.000-04:00,pm25,µg/m³,190.0
NewDelhi-8118,2025-04-06T16:30:00.000-04:00,pm25,µg/m³,86.0
NewDelhi-8118,2025-04-07T00:30:00.000-04:00,pm25,µg/m³,165.0
NewDelhi-8118,2025-04-06T17:30:00.000-04:00,pm25,µg/m³,90.0
NewDelhi-8118,2025-04-07T01:30:00.000-04:00,pm25,µg/m³,138.0
NewDelhi-8118,2025-04-07T06:30:00.000-04:00,pm25,µg/m³,39.0
NewDelhi-8118,2025-04-07T14:30:00.000-04:00,pm25,µg/m³,101.0
NewDelhi-8118,2025-04-07T16:30:00.000-04:00,pm25,µg/m³,120.0
NewDelhi-8118,2025-04-08T00:30:00.000-04:00,pm25,µg/m³,98.0
NewDelhi-8118,2025-04-07T18:30:00.000-04:00,pm25,µg/m³,107.0
NewDelhi-8118,2025-04-08T02:30:00.000-04:00,pm25,µg/m³,88.0
NewDelhi-8118,2025-04-08T04:30:00.000-04:00,pm25,µg/m³,76.0
NewDelhi-8118,2025-04-08T12:30:00.000-04:00,pm25,µg/m³,105.0
NewDelhi-8118,2025-04-08T05:30:00.000-04:00,pm25,µg/m³,71.0
NewDelhi-8118,2025-04-08T13:30:00.000-04:00,pm25,µg/m³,100.0
NewDelhi-8118,2025-04-08T15:30:00.000-04:00,pm25,µg/m³,94.0
NewDelhi-8118,2025-04-08T23:30:00.000-04:00,pm25,µg/m³,109.0
NewDelhi-8118,2025-04-08T16:30:00.000-04:00,pm25,µg/m³,91.0
NewDelhi-8118,2025-04-09T00:30:00.000-04:00,pm25,µg/m³,115.0
NewDelhi-8118,2025-04-09T03:30:00.000-04:00,pm25,µg/m³,98.0
NewDelhi-8118,2025-04-09T11:30:00.000-04:00,pm25,µg/m³,107.0
NewDelhi-8118,2025-04-09T04:30:00.000-04:00,pm25,µg/m³,84.0
NewDelhi-8118,2025-04-09T12:30:00.000-04:00,pm25,µg/m³,113.0
NewDelhi-8118,2025-04-09T05:30:00.000-04:00,pm25,µg/m³,76.0
NewDelhi-8118,2025-04-09T13:30:00.000-04:00,pm25,µg/m³,115.0
NewDelhi-8118,2025-04-09T22:30:00.000-04:00,pm25,µg/m³,148.0
NewDelhi-8118,2025-04-10T06:30:00.000-04:00,pm25,µg/m³,58.0
NewDelhi-8118,2025-04-11T09:30:00.000-04:00,pm25,µg/m³,109.0
NewDelhi-8118,2025-04-11T16:30:00.000-04:00,pm25,µg/m³,30.0
NewDelhi-8118,2025-04-13T20:30:00.000-04:00,pm25,µg/m³,109.0
NewDelhi-8118,2025-04-14T04:30:00.000-04:00,pm25,µg/m³,39.0
NewDelhi-8118,2025-04-13T21:30:00.000-04:00,pm25,µg/m³,130.0
NewDelhi-8118,2025-04-14T05:30:00.000-04:00,pm25,µg/m³,33.0
NewDelhi-8118,2025-04-13T22:30:00.000-04:00,pm25,µg/m³,111.0
NewDelhi-8118,2025-04-14T06:30:00.000-04:00,pm25,µg/m³,31.0
NewDelhi-8118,2025-04-15T19:30:00.000-04:00,pm25,µg/m³,69.0
NewDelhi-8118,2025-04-16T03:30:00.000-04:00,pm25,µg/m³,132.0
NewDelhi-8118,2025-04-15T21:30:00.000-04:00,pm25,µg/m³,121.0
NewDelhi-8118,2025-04-16T05:30:00.000-04:00,pm25,µg/m³,81.0
NewDelhi-8118,2025-04-15T22:30:00.000-04:00,pm25,µg/m³,154.0
NewDelhi-8118,2025-04-16T06:30:00.000-04:00,pm25,µg/m³,67.0
NewDelhi-8118,2025-04-17T17:30:00.000-04:00,pm25,µg/m³,55.0
NewDelhi-8118,2025-04-18T01:30:00.000-04:00,pm25,µg/m³,135.0
NewDelhi-8118,2025-04-17T19:30:00.000-04:00,pm25,µg/m³,59.0
NewDelhi-8118,2025-04-18T03:30:00.000-04:00,pm25,µg/m³,106.0
NewDelhi-8118,2025-04-17T20:30:00.000-04:00,pm25,µg/m³,64.0
NewDelhi-8118,2025-04-18T04:30:00.000-04:00,pm25,µg/m³,109.0
NewDelhi-8118,2025-04-17T21:30:00.000-04:00,pm25,µg/m³,60.0
NewDelhi-8118,2025-04-18T05:30:00.000-04:00,pm25,µg/m³,132.0
NewDelhi-8118,2025-04-20T15:30:00.000-04:00,pm25,µg/m³,79.0
NewDelhi-8118,2025-04-20T23:30:00.000-04:00,pm25,µg/m³,108.0
NewDelhi-8118,2025-02-28T16:30:00.000-05:00,pm25,µg/m³,59.0
NewDelhi-8118,2025-03-01T00:30:00.000-05:00,pm25,µg/m³,56.0
NewDelhi-8118,2025-02-28T17:30:00.000-05:00,pm25,µg/m³,58.0
NewDelhi-8118,2025-03-01T01:30:00.000-05:00,pm25,µg/m³,69.0
NewDelhi-8118,2025-02-28T18:30:00.000-05:00,pm25,µg/m³,57.0
NewDelhi-8118,2025-03-01T02:30:00.000-05:00,pm25,µg/m³,70.0
NewDelhi-8118,2025-02-28T19:30:00.000-05:00,pm25,µg/m³,43.0
NewDelhi-8118,2025-03-01T03:30:00.000-05:00,pm25,µg/m³,67.0
NewDelhi-8118,2025-02-28T20:30:00.000-05:00,pm25,µg/m³,46.0
NewDelhi-8118,2025-03-01T04:30:00.000-05:00,pm25,µg/m³,62.0
NewDelhi-8118,2025-03-01T05:30:00.000-05:00,pm25,µg/m³,57.0
NewDelhi-8118,2025-03-01T13:30:00.000-05:00,pm25,µg/m³,75.0
NewDelhi-8118,2025-03-01T07:30:00.000-05:00,pm25,µg/m³,42.0
NewDelhi-8118,2025-03-01T14:30:00.000-05:00,pm25,µg/m³,77.0
NewDelhi-8118,2025-03-01T08:30:00.000-05:00,pm25,µg/m³,44.0
NewDelhi-8118,2025-03-01T15:30:00.000-05:00,pm25,µg/m³,72.0
NewDelhi-8118,2025-03-01T16:30:00.000-05:00,pm25,µg/m³,71.0
NewDelhi-8118,2025-03-02T00:30:00.000-05:00,pm25,µg/m³,56.0
NewDelhi-8118,2025-03-01T17:30:00.000-05:00,pm25,µg/m³,60.0
NewDelhi-8118,2025-03-02T01:30:00.000-05:00,pm25,µg/m³,36.0
NewDelhi-8118,2025-03-01T18:30:00.000-05:00,pm25,µg/m³,55.0
NewDelhi-8118,2025-03-02T02:30:00.000-05:00,pm25,µg/m³,20.0
NewDelhi-8118,2025-03-01T19:30:00.000-05:00,pm25,µg/m³,53.0
NewDelhi-8118,2025-03-02T03:30:00.000-05:00,pm25,µg/m³,16.0
NewDelhi-8118,2025-03-02T04:30:00.000-05:00,pm25,µg/m³,12.0
NewDelhi-8118,2025-03-02T12:30:00.000-05:00,pm25,µg/m³,61.0
NewDelhi-8118,2025-03-02T05:30:00.000-05:00,pm25,µg/m³,18.0
NewDelhi-8118,2025-03-02T13:30:00.000-05:00,pm25,µg/m³,64.0
NewDelhi-8118,2025-03-02T16:30:00.000-05:00,pm25,µg/m³,69.0
NewDelhi-8118,2025-03-03T00:30:00.000-05:00,pm25,µg/m³,55.0
NewDelhi-8118,2025-03-03T01:30:00.000-05:00,pm25,µg/m³,52.0
NewDelhi-8118,2025-03-03T09:30:00.000-05:00,pm25,µg/m³,50.0
NewDelhi-8118,2025-03-03T02:30:00.000-05:00,pm25,µg/m³,44.0
NewDelhi-8118,2025-03-03T10:30:00.000-05:00,pm25,µg/m³,58.0
NewDelhi-8118,2025-03-03T03:30:00.000-05:00,pm25,µg/m³,40.0
NewDelhi-8118,2025-03-03T11:30:00.000-05:00,pm25,µg/m³,63.0
NewDelhi-8118,2025-03-03T04:30:00.000-05:00,pm25,µg/m³,54.0
NewDelhi-8118,2025-03-03T12:30:00.000-05:00,pm25,µg/m³,66.0
NewDelhi-8118,2025-03-03T05:30:00.000-05:00,pm25,µg/m³,41.0
NewDelhi-8118,2025-03-03T13:30:00.000-05:00,pm25,µg/m³,70.0
NewDelhi-8118,2025-03-03T14:30:00.000-05:00,pm25,µg/m³,76.0
NewDelhi-8118,2025-03-03T22:30:00.000-05:00,pm25,µg/m³,67.0
NewDelhi-8118,2025-03-03T15:30:00.000-05:00,pm25,µg/m³,82.0
NewDelhi-8118,2025-03-03T23:30:00.000-05:00,pm25,µg/m³,56.0
NewDelhi-8118,2025-03-03T16:30:00.000-05:00,pm25,µg/m³,60.0
NewDelhi-8118,2025-03-04T00:30:00.000-05:00,pm25,µg/m³,58.0
NewDelhi-8118,2025-03-04T01:30:00.000-05:00,pm25,µg/m³,52.0
NewDelhi-8118,2025-03-04T09:30:00.000-05:00,pm25,µg/m³,28.0
NewDelhi-8118,2025-03-04T02:30:00.000-05:00,pm25,µg/m³,47.0
